id,symbol,exchange_short,exchange_long,instrument_short,instrument_long,entry_spread_pct,peak_spread_pct,exit_spread_pct,entry_price_short,entry_price_long,size_usd,entry_fees_pct,exit_fees_pct,net_pnl_pct,net_pnl_usd,gross_pnl_pct,funding_paid_usd,entry_time,exit_time,exit_reason,duration_min
1054,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.9852,1.7049,0.2832,0.04817247808876636,0.047702646223758215,12.4,0.115,0.115,0.3496,0.04,0.5796,0.0,2026-04-05T02:37:21.432875+00:00,2026-04-05T02:39:07.908500+00:00,dynamic_exit,1.8
1055,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1593,1.7581,0.419,0.048165730026331066,0.0476140981890129,13.77,0.11,0.11,0.3023,0.04,0.5223,0.0,2026-04-05T02:37:27.381732+00:00,2026-04-05T02:39:55.304399+00:00,dynamic_exit,2.5
1056,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.9742,1.7049,0.2832,0.04814759464221212,0.047683322724950655,32.55,0.115,0.115,0.1817,0.06,0.4117,0.0,2026-04-05T02:37:27.657075+00:00,2026-04-05T02:39:08.207996+00:00,dynamic_exit,1.7
1057,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.018,1.7049,0.2832,0.04828008187347509,0.0477936960472941,30.65,0.115,0.115,0.224,0.07,0.454,0.0,2026-04-05T02:37:38.025959+00:00,2026-04-05T02:39:08.524093+00:00,dynamic_exit,1.5
1058,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.0346,1.7581,0.419,0.04829966194543566,0.047805493031163444,22.42,0.11,0.11,0.205,0.05,0.425,0.0,2026-04-05T02:37:38.306427+00:00,2026-04-05T02:39:55.634459+00:00,dynamic_exit,2.3
1059,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.8603,1.7581,0.419,0.048294659484160396,0.04788287392479248,24.96,0.11,0.11,0.1365,0.03,0.3565,0.0,2026-04-05T02:37:43.824313+00:00,2026-04-05T02:39:55.933934+00:00,dynamic_exit,2.2
1060,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.8261,1.7049,0.2832,0.04827306275135319,0.04787775531056294,34.72,0.115,0.115,0.0346,0.01,0.2646,0.0,2026-04-05T02:37:44.098014+00:00,2026-04-05T02:39:08.826164+00:00,dynamic_exit,1.4
1061,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.0505,1.7049,0.2832,0.048366163149625316,0.04786364447986422,20.99,0.115,0.115,0.2549,0.05,0.4849,0.0,2026-04-05T02:37:49.274111+00:00,2026-04-05T02:39:09.127458+00:00,dynamic_exit,1.3
1062,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.0914,1.7581,0.419,0.048388743157904306,0.04786657248572342,25.16,0.11,0.11,0.4643,0.12,0.6843,0.0,2026-04-05T02:37:49.595602+00:00,2026-04-05T02:39:56.232157+00:00,dynamic_exit,2.1
1063,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1027,1.7581,1.1042,0.048382676464453045,0.047855180000888446,28.22,0.11,0.11,1.6228,0.46,1.8428,0.0,2026-04-05T02:37:55.616422+00:00,2026-04-05T02:40:09.736422+00:00,convergence,2.2
1064,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.0867,1.7049,0.2832,0.04837264246887371,0.04785277624546305,28.22,0.115,0.115,0.1917,0.05,0.4217,0.0,2026-04-05T02:37:55.895262+00:00,2026-04-05T02:39:09.434341+00:00,dynamic_exit,1.2
1065,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1413,1.7581,1.1042,0.048581699538488884,0.04803392049448238,32.25,0.11,0.11,1.591,0.51,1.811,0.0,2026-04-05T02:38:01.685177+00:00,2026-04-05T02:40:10.058070+00:00,convergence,2.1
1066,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.1974,1.7049,0.2832,0.04860026307542394,0.048025457910152974,23.75,0.115,0.115,0.3946,0.09,0.6246,0.0,2026-04-05T02:38:01.959895+00:00,2026-04-05T02:39:09.755205+00:00,dynamic_exit,1.1
1067,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.3014,1.6256,1.1042,0.04849592224722054,0.04787332389308178,31.08,0.11,0.11,1.8141,0.56,2.0341,0.0,2026-04-05T02:38:07.966268+00:00,2026-04-05T02:40:10.390770+00:00,convergence,2.0
1068,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.2466,1.7049,0.2832,0.048435729638953894,0.04783972256826893,29.0,0.115,0.115,0.4371,0.13,0.6671,0.0,2026-04-05T02:38:08.240301+00:00,2026-04-05T02:39:10.086891+00:00,dynamic_exit,1.0
1069,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.9078,1.7049,0.2832,0.04837592062618237,0.047940842149217774,28.61,0.115,0.115,0.1048,0.03,0.3348,0.0,2026-04-05T02:38:14.016164+00:00,2026-04-05T02:39:10.412880+00:00,dynamic_exit,0.9
1070,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.9552,1.6256,1.1042,0.04841544392487838,0.047957862165608,28.61,0.11,0.11,1.3853,0.4,1.6053,0.0,2026-04-05T02:38:14.304807+00:00,2026-04-05T02:40:10.794497+00:00,convergence,1.9
1071,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.909,1.6256,1.1042,0.04837638291198444,0.04794109849766113,26.06,0.11,0.11,1.3481,0.35,1.5681,0.0,2026-04-05T02:38:19.541980+00:00,2026-04-05T02:40:11.090456+00:00,convergence,1.9
1072,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.8191,1.7049,0.2832,0.04832417744596398,0.04793198707513133,22.58,0.115,0.115,0.027,0.01,0.257,0.0,2026-04-05T02:38:19.825773+00:00,2026-04-05T02:39:10.723455+00:00,dynamic_exit,0.8
1073,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1446,1.6256,1.1042,0.04828516877577488,0.04773893450947665,18.44,0.11,0.11,1.4921,0.28,1.7121,0.0,2026-04-05T02:38:24.834229+00:00,2026-04-05T02:40:11.406911+00:00,convergence,1.8
1074,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.9488,1.7049,0.2832,0.04820080451141398,0.047748161579067694,17.35,0.115,0.115,0.1612,0.03,0.3912,0.0,2026-04-05T02:38:25.137378+00:00,2026-04-05T02:39:11.035500+00:00,dynamic_exit,0.8
1075,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.0433,1.6256,1.1042,0.04820935124459514,0.04771201417671694,33.04,0.11,0.11,1.3937,0.46,1.6137,0.0,2026-04-05T02:38:30.327713+00:00,2026-04-05T02:40:11.724035+00:00,convergence,1.7
1076,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.0382,1.7049,0.2832,0.048189974525307475,0.047695001993412735,29.28,0.115,0.115,0.234,0.07,0.464,0.0,2026-04-05T02:38:30.641539+00:00,2026-04-05T02:39:11.359230+00:00,dynamic_exit,0.7
1077,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.1096,1.5736,0.2832,0.048251869111124446,0.04772299014853144,26.99,0.115,0.115,0.3015,0.08,0.5315,0.0,2026-04-05T02:38:38.265450+00:00,2026-04-05T02:39:11.666613+00:00,dynamic_exit,0.6
1078,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.2027,1.6256,1.1042,0.04827984681477562,0.04770637816489634,26.99,0.11,0.11,1.5806,0.43,1.8006,0.0,2026-04-05T02:38:38.606489+00:00,2026-04-05T02:40:12.043327+00:00,convergence,1.6
1079,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.7647,1.6256,1.1042,0.04819475433919036,0.04782947249706514,28.32,0.11,0.11,1.2108,0.34,1.4308,0.0,2026-04-05T02:38:44.026704+00:00,2026-04-05T02:40:12.338086+00:00,convergence,1.5
1080,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.8113,1.5736,0.2832,0.048186388662944245,0.04779880597233596,18.04,0.115,0.115,-0.1363,-0.02,0.0937,0.0,2026-04-05T02:38:44.308106+00:00,2026-04-05T02:39:12.104759+00:00,dynamic_exit,0.5
1081,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.0116,1.5736,0.2832,0.04829939310589723,0.04781591610903496,23.15,0.115,0.115,0.0181,0.0,0.2481,0.0,2026-04-05T02:38:49.413348+00:00,2026-04-05T02:39:12.408739+00:00,dynamic_exit,0.4
1082,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.2406,1.6256,1.1042,0.04840911434533989,0.04781616748643125,26.18,0.11,0.11,1.7167,0.45,1.9367,0.0,2026-04-05T02:38:49.734071+00:00,2026-04-05T02:40:12.629566+00:00,convergence,1.4
1083,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1149,1.6256,1.1042,0.0483589472831689,0.04782622268644589,27.69,0.11,0.11,1.5329,0.42,1.7529,0.0,2026-04-05T02:38:55.345741+00:00,2026-04-05T02:40:12.947480+00:00,convergence,1.3
1084,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.1225,1.29,0.2832,0.04836573221413585,0.0478293946165676,15.13,0.115,0.115,0.1261,0.02,0.3561,0.0,2026-04-05T02:38:55.656200+00:00,2026-04-05T02:39:12.705525+00:00,dynamic_exit,0.3
1085,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.0457,1.4049,1.1042,0.04831908335589961,0.04781932316819909,25.23,0.11,0.11,1.4237,0.36,1.6437,0.0,2026-04-05T02:39:01.913509+00:00,2026-04-05T02:40:13.251208+00:00,convergence,1.2
1086,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.827,1.4049,1.1042,0.04816034528564759,0.04776553124125431,35.46,0.11,0.11,1.2331,0.44,1.4531,0.0,2026-04-05T02:39:13.183376+00:00,2026-04-05T02:40:13.551201+00:00,convergence,1.0
1087,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.7731,1.1042,1.1042,0.04822430344001421,0.0478544638978101,20.19,0.11,0.11,1.3641,0.28,1.5841,0.0,2026-04-05T02:39:39.973398+00:00,2026-04-05T02:40:13.827500+00:00,convergence,0.6
1088,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.0107,1.0107,0.4862,0.047735737499741165,0.04725841145216708,14.63,0.115,0.115,-0.1634,-0.02,0.0666,0.0,2026-04-05T02:41:16.976934+00:00,2026-04-05T02:41:31.290975+00:00,dynamic_exit,0.2
1089,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.0769,3.6086,0.6437,0.047695976430657955,0.0471881936004589,32.49,0.11,0.11,-0.1456,-0.05,0.0744,0.0,2026-04-05T02:42:17.742162+00:00,2026-04-05T02:56:58.467629+00:00,dynamic_exit,14.7
1090,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.7346,3.4175,2.1218,0.04751553909373304,0.04716915013436258,31.74,0.115,0.115,-1.9449,-0.62,-1.7149,0.0,2026-04-05T02:42:18.058148+00:00,2026-04-05T02:52:39.627047+00:00,stop_loss,10.4
1091,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.8103,3.6086,2.1125,0.047474136947999034,0.047092994308464926,31.42,0.11,0.11,-1.624,-0.51,-1.404,0.0,2026-04-05T02:42:23.864624+00:00,2026-04-05T02:52:46.932228+00:00,stop_loss,10.4
1092,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.7651,3.4175,2.1218,0.04745422002894797,0.04709410936417077,40.17,0.115,0.115,-1.9285,-0.77,-1.6985,0.0,2026-04-05T02:42:24.412676+00:00,2026-04-05T02:52:39.963824+00:00,stop_loss,10.3
1093,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.8773,3.6086,2.1825,0.04751319523891356,0.04710030779642022,38.36,0.11,0.11,-1.6083,-0.62,-1.3883,0.0,2026-04-05T02:42:30.027746+00:00,2026-04-05T02:53:20.619988+00:00,stop_loss,10.8
1094,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.8881,3.4175,1.9104,0.04751194893685362,0.047093861394293696,39.66,0.115,0.115,-1.5912,-0.63,-1.3612,0.0,2026-04-05T02:42:30.333677+00:00,2026-04-05T02:53:33.254297+00:00,stop_loss,11.0
1095,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.0697,3.6086,0.6437,0.047635708561775285,0.04713168489251154,46.14,0.11,0.11,-0.1971,-0.09,0.0229,0.0,2026-04-05T02:42:37.282938+00:00,2026-04-05T02:56:58.778244+00:00,dynamic_exit,14.4
1096,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.9379,3.8601,0.383,0.04757961167997146,0.04713779431399459,53.34,0.115,0.115,-0.2405,-0.13,-0.0105,0.0,2026-04-05T02:42:37.565249+00:00,2026-04-05T02:57:12.037492+00:00,dynamic_exit,14.6
1097,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.8941,3.4175,1.9104,0.04755264148568141,0.04713135106539655,27.24,0.115,0.115,-1.5554,-0.42,-1.3254,0.0,2026-04-05T02:42:44.057462+00:00,2026-04-05T02:53:33.547578+00:00,stop_loss,10.8
1098,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.9862,3.6086,0.6437,0.04754697935250648,0.04708288649868629,10.45,0.11,0.11,-0.1378,-0.01,0.0822,0.0,2026-04-05T02:42:50.274626+00:00,2026-04-05T02:56:59.067541+00:00,dynamic_exit,14.1
1099,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.902,3.4175,1.9104,0.04754086264935695,0.047116062441946056,31.77,0.115,0.115,-1.5574,-0.49,-1.3274,0.0,2026-04-05T02:42:50.575352+00:00,2026-04-05T02:53:33.835516+00:00,stop_loss,10.7
1100,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.9385,3.6086,0.6437,0.048099705581851816,0.047185442807314695,68.27,0.11,0.11,0.6033,0.41,0.8233,0.0,2026-04-05T02:42:57.413885+00:00,2026-04-05T02:56:59.373904+00:00,dynamic_exit,14.0
1101,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.8276,3.8601,0.383,0.04804867139784844,0.0471867679715407,54.28,0.115,0.115,0.6468,0.35,0.8768,0.0,2026-04-05T02:42:57.738966+00:00,2026-04-05T02:57:12.328885+00:00,dynamic_exit,14.2
1102,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.2154,3.6086,0.6437,0.04801286525951607,0.04743659187419806,72.35,0.11,0.11,-0.107,-0.08,0.113,0.0,2026-04-05T02:43:04.434552+00:00,2026-04-05T02:56:59.670068+00:00,dynamic_exit,13.9
1103,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.149,3.8601,0.383,0.04794215559067525,0.04739783266938024,87.9,0.115,0.115,-0.0134,-0.01,0.2166,0.0,2026-04-05T02:43:04.718255+00:00,2026-04-05T02:57:12.614757+00:00,dynamic_exit,14.1
1104,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1598,3.6086,0.6437,0.047946550332756625,0.047397078910748056,92.94,0.11,0.11,-0.1616,-0.15,0.0584,0.0,2026-04-05T02:43:12.103492+00:00,2026-04-05T02:56:59.974050+00:00,dynamic_exit,13.8
1105,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.0578,3.8601,0.383,0.047896356586932774,0.047395163786430355,93.15,0.115,0.115,-0.153,-0.14,0.077,0.0,2026-04-05T02:43:12.379760+00:00,2026-04-05T02:57:12.908050+00:00,dynamic_exit,14.0
1106,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.1849,3.8601,0.383,0.04804850513108353,0.04748611489269747,49.46,0.115,0.115,-0.0296,-0.01,0.2004,0.0,2026-04-05T02:43:19.810348+00:00,2026-04-05T02:57:13.193302+00:00,dynamic_exit,13.9
1107,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.228,3.6086,0.6437,0.048083517106891245,0.0475008932154322,60.13,0.11,0.11,0.0404,0.02,0.2604,0.0,2026-04-05T02:43:20.094956+00:00,2026-04-05T02:57:00.293158+00:00,dynamic_exit,13.7
1108,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.0721,3.6086,0.6437,0.04804239892937229,0.0475329809477121,56.72,0.11,0.11,0.0242,0.01,0.2442,0.0,2026-04-05T02:43:26.149583+00:00,2026-04-05T02:57:00.586869+00:00,dynamic_exit,13.6
1109,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.0505,3.8601,0.383,0.048026363098307386,0.047527360026554354,41.56,0.115,0.115,-0.1605,-0.07,0.0695,0.0,2026-04-05T02:43:26.447157+00:00,2026-04-05T02:57:13.474987+00:00,dynamic_exit,13.8
1110,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1804,3.6086,0.6437,0.04804246622521222,0.047482166280516956,55.76,0.11,0.11,-0.0052,-0.0,0.2148,0.0,2026-04-05T02:43:32.496803+00:00,2026-04-05T02:57:00.885200+00:00,dynamic_exit,13.5
1111,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.1396,3.8601,0.383,0.048043028755002284,0.04750234732225283,25.45,0.115,0.115,-0.0745,-0.02,0.1555,0.0,2026-04-05T02:43:39.434843+00:00,2026-04-05T02:57:13.767840+00:00,dynamic_exit,13.6
1112,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1977,3.6086,0.6437,0.04809445964503726,0.04752558485976717,57.13,0.11,0.11,0.0225,0.01,0.2425,0.0,2026-04-05T02:43:39.723247+00:00,2026-04-05T02:57:01.210100+00:00,dynamic_exit,13.4
1113,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.4714,3.8601,0.383,0.048246964953929584,0.04754771919085684,51.96,0.115,0.115,0.2474,0.13,0.4774,0.0,2026-04-05T02:43:45.600618+00:00,2026-04-05T02:57:14.094854+00:00,dynamic_exit,13.5
1114,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.5817,3.6086,0.6437,0.04830218710323563,0.04755065781000081,31.59,0.11,0.11,0.4064,0.13,0.6264,0.0,2026-04-05T02:43:45.896102+00:00,2026-04-05T02:57:01.505119+00:00,dynamic_exit,13.3
1115,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.5025,3.6086,0.6437,0.048246167144851006,0.04753268380022327,54.38,0.11,0.11,0.3625,0.2,0.5825,0.0,2026-04-05T02:43:53.317797+00:00,2026-04-05T02:57:01.793247+00:00,dynamic_exit,13.1
1116,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.4168,3.6086,0.6437,0.04799196446357788,0.04732174262517941,10.65,0.11,0.11,0.3112,0.03,0.5312,0.0,2026-04-05T02:44:13.535030+00:00,2026-04-05T02:57:02.074445+00:00,dynamic_exit,12.8
1117,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.7219,3.6086,0.6437,0.048168367042452725,0.047353256862617835,23.22,0.11,0.11,0.6502,0.15,0.8702,0.0,2026-04-05T02:44:28.026579+00:00,2026-04-05T02:57:02.360088+00:00,dynamic_exit,12.6
1118,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.1951,3.6086,0.6437,0.048462567924870074,0.047421910253078986,32.07,0.11,0.11,0.9828,0.32,1.2028,0.0,2026-04-05T02:44:34.091759+00:00,2026-04-05T02:57:02.682815+00:00,dynamic_exit,12.5
1119,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.6267,3.6086,0.6437,0.04815612803743075,0.04692446170918381,28.71,0.11,0.11,1.3714,0.39,1.5914,0.0,2026-04-05T02:44:40.596219+00:00,2026-04-05T02:57:02.995518+00:00,dynamic_exit,12.4
1120,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.6081,3.6086,0.6437,0.04822945418016808,0.04700407338615292,24.64,0.11,0.11,1.4138,0.35,1.6338,0.0,2026-04-05T02:44:46.861285+00:00,2026-04-05T02:57:03.349427+00:00,dynamic_exit,12.3
1121,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.4986,3.6086,0.6437,0.048198998383945216,0.04702456865000915,27.15,0.11,0.11,1.3489,0.37,1.5689,0.0,2026-04-05T02:44:52.967112+00:00,2026-04-05T02:57:03.632397+00:00,dynamic_exit,12.2
1122,SIRENUSDT,Gate.io,Binance,PERP,PERP,0.7402,1.3367,0.3832,0.4756124090496718,0.4721218182519381,10.02,0.11,0.11,-0.0971,-0.01,0.1229,0.0,2026-04-05T02:45:00.966354+00:00,2026-04-05T02:45:22.916257+00:00,dynamic_exit,0.4
1123,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.4402,3.6086,0.6437,0.04819950719175299,0.04705183074636463,15.44,0.11,0.11,1.3881,0.21,1.6081,0.0,2026-04-05T02:45:07.222725+00:00,2026-04-05T02:57:03.928815+00:00,dynamic_exit,11.9
1124,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.1904,1.3367,0.3832,0.4744883640121669,0.4689091854007587,90.01,0.11,0.11,0.3038,0.27,0.5238,0.0,2026-04-05T02:45:08.015709+00:00,2026-04-05T02:45:23.206942+00:00,dynamic_exit,0.3
1125,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.1139,3.6086,0.6437,0.04802118081881406,0.04702745324503051,33.68,0.11,0.11,1.1011,0.37,1.3211,0.0,2026-04-05T02:45:15.024294+00:00,2026-04-05T02:57:04.250116+00:00,dynamic_exit,11.8
1126,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.4474,1.4474,0.3832,0.47510360287281556,0.46832895401610797,123.16,0.11,0.11,0.6253,0.77,0.8453,0.0,2026-04-05T02:45:15.805546+00:00,2026-04-05T02:45:23.490144+00:00,dynamic_exit,0.1
1127,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.5858,3.6086,0.6437,0.04834733433179455,0.047129309810804015,22.38,0.11,0.11,1.5428,0.35,1.7628,0.0,2026-04-05T02:45:31.524950+00:00,2026-04-05T02:57:04.534930+00:00,dynamic_exit,11.6
1128,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.5317,3.6086,0.6437,0.04830997023452843,0.04711757746524973,41.9,0.11,0.11,1.4606,0.61,1.6806,0.0,2026-04-05T02:45:39.325864+00:00,2026-04-05T02:57:04.824152+00:00,dynamic_exit,11.4
1129,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.4146,3.6086,0.6437,0.048261859743371785,0.04712440221562488,18.75,0.11,0.11,1.3706,0.26,1.5906,0.0,2026-04-05T02:45:47.312251+00:00,2026-04-05T02:57:05.117198+00:00,dynamic_exit,11.3
1130,DRIFTUSDT,BingX,Gate.io,PERP,PERP,2.2655,3.8601,0.383,0.04816747161096597,0.04710111976688842,46.45,0.115,0.115,1.0192,0.47,1.2492,0.0,2026-04-05T02:45:47.623504+00:00,2026-04-05T02:57:14.388635+00:00,dynamic_exit,11.4
1131,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.8251,3.8601,0.383,0.04795412109196012,0.04709500331570966,133.9,0.115,0.115,0.5955,0.8,0.8255,0.0,2026-04-05T02:45:55.445868+00:00,2026-04-05T02:57:14.718367+00:00,dynamic_exit,11.3
1132,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.8979,3.6086,0.6437,0.047977484286915215,0.04708492287672558,97.7,0.11,0.11,0.9505,0.93,1.1705,0.0,2026-04-05T02:46:02.879537+00:00,2026-04-05T02:57:05.413696+00:00,dynamic_exit,11.0
1133,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.9828,3.8601,0.383,0.047988111001953965,0.04705555218406621,121.13,0.115,0.115,0.7486,0.91,0.9786,0.0,2026-04-05T02:46:10.414587+00:00,2026-04-05T02:57:15.077692+00:00,dynamic_exit,11.1
1134,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.0552,3.6086,0.2269,0.04801778436148513,0.04705107532596118,199.08,0.11,0.11,0.9931,1.98,1.2131,0.0,2026-04-05T02:46:10.692589+00:00,2026-04-05T02:58:47.267767+00:00,dynamic_exit,12.6
1135,DRIFTUSDT,Binance,Gate.io,PERP,PERP,2.1226,3.6086,0.2269,0.04808259206885103,0.047083598287303616,198.96,0.11,0.11,1.0559,2.1,1.2759,0.0,2026-04-05T02:46:18.213047+00:00,2026-04-05T02:58:47.582597+00:00,dynamic_exit,12.5
1136,DRIFTUSDT,BingX,Gate.io,PERP,PERP,2.0441,3.8601,0.383,0.04804476661710576,0.047082711245149234,198.96,0.115,0.115,0.8074,1.61,1.0374,0.0,2026-04-05T02:46:18.504000+00:00,2026-04-05T02:57:15.425188+00:00,dynamic_exit,10.9
1137,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.9179,3.6086,0.2269,0.047961361496013016,0.04705930142109789,198.99,0.11,0.11,0.862,1.72,1.082,0.0,2026-04-05T02:46:26.074098+00:00,2026-04-05T02:58:47.908743+00:00,dynamic_exit,12.4
1138,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.9076,3.8601,0.1604,0.04795738418054712,0.04706028208586223,198.99,0.115,0.115,1.254,2.5,1.484,0.0,2026-04-05T02:46:26.378238+00:00,2026-04-05T02:58:25.804742+00:00,convergence,12.0
1139,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.6514,3.8601,0.1604,0.04759159473635376,0.046818879981803306,19.49,0.115,0.115,1.0148,0.2,1.2448,0.0,2026-04-05T02:46:33.281058+00:00,2026-04-05T02:58:26.115917+00:00,convergence,11.9
1140,SIRENUSDT,Gate.io,Bybit,PERP,PERP,0.8599,0.8599,0.3208,0.49026162272190205,0.48608438741272625,15.11,0.12,0.12,0.2561,0.04,0.4961,0.0,2026-04-05T02:46:34.338182+00:00,2026-04-05T02:46:40.113784+00:00,dynamic_exit,0.1
1141,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.3802,3.6086,0.2269,0.047562656118299476,0.0469154545670953,145.87,0.11,0.11,0.35,0.51,0.57,0.0,2026-04-05T02:46:40.528922+00:00,2026-04-05T02:58:48.202503+00:00,dynamic_exit,12.1
1142,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.2515,3.8601,0.1604,0.04750253535203324,0.04691570715088792,116.01,0.115,0.115,0.6251,0.73,0.8551,0.0,2026-04-05T02:46:40.803431+00:00,2026-04-05T02:58:26.405861+00:00,convergence,11.8
1143,DRIFTUSDT,BingX,Gate.io,PERP,PERP,1.4076,3.8601,0.1604,0.047576119609907486,0.04691609806557284,147.25,0.115,0.115,0.7766,1.14,1.0066,0.0,2026-04-05T02:46:48.072210+00:00,2026-04-05T02:58:26.682859+00:00,convergence,11.6
1144,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.6527,3.6086,0.2269,0.04768874494653549,0.0469137533848297,113.95,0.11,0.11,0.612,0.7,0.832,0.0,2026-04-05T02:46:48.381516+00:00,2026-04-05T02:58:48.482904+00:00,dynamic_exit,12.0
1145,DRIFTUSDT,Binance,Gate.io,PERP,PERP,0.9916,3.6086,0.2269,0.0474822382862174,0.04701627164440941,199.35,0.11,0.11,-0.0264,-0.05,0.1936,0.0,2026-04-05T02:46:55.660925+00:00,2026-04-05T02:58:48.768941+00:00,dynamic_exit,11.9
1146,DRIFTUSDT,BingX,Gate.io,PERP,PERP,0.9784,3.8601,0.1604,0.04748896545035944,0.047029356947549505,177.53,0.115,0.115,0.3569,0.63,0.5869,0.0,2026-04-05T02:46:55.951036+00:00,2026-04-05T02:58:27.005662+00:00,convergence,11.5
1147,SIRENUSDT,Gate.io,BingX,PERP,PERP,1.359,1.359,0.8295,0.4917104142518254,0.4851206909177312,11.9,0.115,0.115,0.5065,0.06,0.7365,0.0,2026-04-05T02:47:03.595163+00:00,2026-04-05T02:47:11.541705+00:00,dynamic_exit,0.1
1148,DRIFTUSDT,Binance,Gate.io,PERP,PERP,1.1875,3.6086,0.2269,0.047431563374064234,0.04687519391262418,28.82,0.11,0.11,0.1642,0.05,0.3842,0.0,2026-04-05T02:47:03.889142+00:00,2026-04-05T02:58:49.065106+00:00,dynamic_exit,11.8
