id,symbol,exchange_short,exchange_long,instrument_short,instrument_long,entry_spread_pct,peak_spread_pct,exit_spread_pct,entry_price_short,entry_price_long,size_usd,entry_fees_pct,exit_fees_pct,net_pnl_pct,net_pnl_usd,gross_pnl_pct,funding_paid_usd,entry_time,exit_time,exit_reason,duration_min
8351,SIRENUSDT,Gate.io,Binance,PERP,PERP,0.8373,1.7655,1.112,0.5927040075087651,0.5877877836858275,29.78,0.11,0.11,-0.6555,-0.2,-0.4355,0.0,2026-04-06T06:05:34.186569+00:00,2026-04-06T06:50:41.263832+00:00,timeout,45.1
8352,KOMAUSDT,MEXC,KuCoin,PERP,SPOT,2.0245,2.3386,0.1428,0.010125601725525719,0.00992487879489142,61.81,0.12,0.12,1.4229,0.88,1.6629,0.0,2026-04-06T06:05:42.017636+00:00,2026-04-06T06:09:31.048045+00:00,dynamic_exit,3.8
8353,SIRENUSDT,Gate.io,Binance,PERP,PERP,0.8733,1.7655,1.1117,0.5920919714215357,0.5869682305119622,23.26,0.11,0.11,-0.5949,-0.14,-0.3749,0.0,2026-04-06T06:05:43.555409+00:00,2026-04-06T06:50:51.225477+00:00,timeout,45.1
8354,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.1012,3.2413,2.523,0.04145533283960248,0.041004369822398516,10.96,0.11,0.11,-2.1288,-0.23,-1.9088,0.0,2026-04-06T06:05:53.536598+00:00,2026-04-06T06:30:24.584052+00:00,stop_loss,24.5
8355,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.0755,1.7655,1.1914,0.5916757099222949,0.5853848244365084,14.7,0.11,0.11,-0.4547,-0.07,-0.2347,0.0,2026-04-06T06:05:53.811388+00:00,2026-04-06T06:51:01.447543+00:00,timeout,45.1
8356,RLSUSDT,MEXC,Binance,PERP,PERP,1.0733,1.0733,0.0,0.004093958683148873,0.004050502299324744,200.0,0.065,0.065,1.0023,2.0,1.1323,0.0,2026-04-06T06:06:03.176667+00:00,2026-04-06T06:06:22.463977+00:00,convergence,0.3
8357,RLSUSDT,MEXC,Gate.io,PERP,PERP,1.0118,1.0118,0.0488,0.004094330632671576,0.004053336506168352,56.03,0.085,0.085,0.5843,0.33,0.7543,0.0,2026-04-06T06:06:03.727978+00:00,2026-04-06T06:06:12.804925+00:00,convergence,0.2
8358,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.1123,1.7655,1.1002,0.5915064064592837,0.5850029806712284,15.59,0.11,0.11,-0.3538,-0.06,-0.1338,0.0,2026-04-06T06:06:04.018984+00:00,2026-04-06T06:51:11.897587+00:00,timeout,45.1
8359,RLSUSDT,Bybit,Gate.io,PERP,PERP,0.8182,0.8182,0.0854,0.0040873054077150495,0.004054171595499118,32.54,0.12,0.12,0.4292,0.14,0.6692,0.0,2026-04-06T06:06:04.314362+00:00,2026-04-06T06:06:13.107717+00:00,convergence,0.1
8360,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.0048,3.08,2.5449,0.04141972096710347,0.04100806978151467,74.0,0.11,0.11,-1.9628,-1.45,-1.7428,0.0,2026-04-06T06:06:04.609182+00:00,2026-04-06T06:13:02.206629+00:00,stop_loss,7.0
8361,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.2367,3.2413,2.6825,0.04154259460567706,0.04103531443701505,99.19,0.11,0.11,-2.0092,-1.99,-1.7892,0.0,2026-04-06T06:06:14.591793+00:00,2026-04-06T06:31:26.063138+00:00,stop_loss,25.2
8362,SIRENUSDT,Gate.io,Binance,PERP,PERP,0.8876,1.7655,1.3174,0.5901251914654541,0.5849361772698468,21.04,0.11,0.11,-0.681,-0.14,-0.461,0.0,2026-04-06T06:06:15.116070+00:00,2026-04-06T06:51:26.094257+00:00,timeout,45.2
8363,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.3528,3.2413,1.0356,0.0415962560422289,0.04104169728165308,110.66,0.11,0.11,-0.0351,-0.04,0.1849,0.0,2026-04-06T06:06:23.864172+00:00,2026-04-06T06:51:36.249101+00:00,timeout,45.2
8364,SIRENUSDT,Gate.io,Binance,PERP,PERP,0.8178,1.7655,1.2772,0.5899698473457371,0.585190502112751,19.48,0.11,0.11,-0.7424,-0.14,-0.5224,0.0,2026-04-06T06:06:24.384402+00:00,2026-04-06T06:51:38.165274+00:00,timeout,45.2
8365,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.3805,3.2413,1.0356,0.04160205102293555,0.04103585648924199,96.57,0.11,0.11,-0.0041,-0.0,0.2159,0.0,2026-04-06T06:06:32.936935+00:00,2026-04-06T06:51:36.578237+00:00,timeout,45.1
8366,ROAMUSDT,Bybit,Bitget,PERP,SPOT,1.184,2.0411,0.2361,0.030823650102847707,0.030463295396903827,200.0,0.155,0.155,0.4291,0.86,0.7391,0.0,2026-04-06T06:07:35.042129+00:00,2026-04-06T06:39:27.666510+00:00,dynamic_exit,31.9
8367,ROAMUSDT,MEXC,Bitget,PERP,SPOT,1.3165,2.0559,0.2951,0.03086443006343096,0.030463766122809887,28.92,0.12,0.12,0.602,0.17,0.842,0.0,2026-04-06T06:07:35.388674+00:00,2026-04-06T06:39:28.005508+00:00,dynamic_exit,31.9
8368,ROAMUSDT,Bybit,Bitget,PERP,SPOT,1.2302,2.0411,0.2361,0.03083530398024124,0.030460725047066425,200.0,0.155,0.155,0.4751,0.95,0.7851,0.0,2026-04-06T06:07:43.177603+00:00,2026-04-06T06:39:28.330393+00:00,dynamic_exit,31.8
8369,ROAMUSDT,MEXC,Bitget,PERP,SPOT,1.3065,2.0559,0.2951,0.030860509620728716,0.0304627344446086,50.43,0.12,0.12,0.5737,0.29,0.8137,0.0,2026-04-06T06:07:43.467825+00:00,2026-04-06T06:39:28.656686+00:00,dynamic_exit,31.8
8370,ROAMUSDT,MEXC,Bitget,PERP,SPOT,1.4821,2.0559,0.2951,0.030922247537735585,0.030470991865685207,81.02,0.12,0.12,0.6886,0.56,0.9286,0.0,2026-04-06T06:07:52.864574+00:00,2026-04-06T06:39:29.007173+00:00,dynamic_exit,31.6
8371,ROAMUSDT,Bybit,Bitget,PERP,SPOT,1.3514,2.0411,0.2361,0.030878907752445686,0.03046748268533,139.7,0.155,0.155,0.5999,0.84,0.9099,0.0,2026-04-06T06:07:53.647178+00:00,2026-04-06T06:39:29.324883+00:00,dynamic_exit,31.6
8372,ROAMUSDT,Bybit,Bitget,PERP,SPOT,1.4207,1.6464,0.2361,0.030900723576487894,0.030468024762780908,200.0,0.155,0.155,0.6612,1.32,0.9712,0.0,2026-04-06T06:08:01.650040+00:00,2026-04-06T06:39:29.641019+00:00,dynamic_exit,31.5
8373,STOUSDT,MEXC,Binance,PERP,PERP,0.7075,0.8227,0.2535,0.1603976413741398,0.15927144384730754,10.2,0.065,0.065,0.2566,0.03,0.3866,0.0,2026-04-06T06:08:12.180963+00:00,2026-04-06T06:12:53.867806+00:00,dynamic_exit,4.7
8374,ROAMUSDT,Bybit,Bitget,PERP,SPOT,1.048,1.6464,0.2361,0.0307803924236189,0.030461304920329172,100.55,0.155,0.155,0.3119,0.31,0.6219,0.0,2026-04-06T06:08:12.466404+00:00,2026-04-06T06:39:29.946636+00:00,dynamic_exit,31.3
8375,ROAMUSDT,MEXC,Bitget,PERP,SPOT,1.1819,1.6447,0.2951,0.030810502504167944,0.030450738907912292,33.59,0.12,0.12,0.4559,0.15,0.6959,0.0,2026-04-06T06:08:13.484974+00:00,2026-04-06T06:39:30.329583+00:00,dynamic_exit,31.3
8376,ROAMUSDT,MEXC,Bitget,PERP,SPOT,1.0252,1.6447,0.2951,0.030770668268661473,0.030458521046279233,73.26,0.12,0.12,0.2447,0.18,0.4847,0.0,2026-04-06T06:08:22.992303+00:00,2026-04-06T06:39:30.705596+00:00,dynamic_exit,31.1
8377,ROAMUSDT,Bybit,Bitget,PERP,SPOT,0.9563,1.6464,0.2361,0.030755509861026577,0.030464464504160158,36.39,0.155,0.155,0.2414,0.09,0.5514,0.0,2026-04-06T06:08:23.599688+00:00,2026-04-06T06:39:31.028809+00:00,dynamic_exit,31.1
8378,LUMIAUSDT,Binance,Bitget,PERP,SPOT,1.0242,1.4041,0.5473,0.07390359842248553,0.0731550974382802,12.01,0.145,0.145,1.1515,0.14,1.4415,0.0,2026-04-06T06:08:53.397417+00:00,2026-04-06T06:29:44.127002+00:00,convergence,20.8
8379,SIRENUSDT,Bybit,Binance,PERP,PERP,0.8462,0.8462,0.3082,0.5828142939691422,0.577926776638278,52.65,0.1,0.1,0.247,0.13,0.447,0.0,2026-04-06T06:09:03.126302+00:00,2026-04-06T06:09:43.014000+00:00,dynamic_exit,0.7
8380,SIRENUSDT,Bybit,Binance,PERP,PERP,1.0959,1.0959,0.2864,0.5736438674156297,0.5674331405151464,117.0,0.1,0.1,0.3493,0.41,0.5493,0.0,2026-04-06T06:10:05.407444+00:00,2026-04-06T06:11:45.180858+00:00,dynamic_exit,1.7
8381,SIRENUSDT,Bybit,Binance,PERP,PERP,0.7273,1.0071,0.2864,0.5696219255093489,0.5655127821025041,98.4,0.1,0.1,-0.0139,-0.01,0.1861,0.0,2026-04-06T06:10:48.183648+00:00,2026-04-06T06:11:45.485917+00:00,dynamic_exit,1.0
8382,SIRENUSDT,Bybit,Binance,PERP,PERP,0.8736,1.1038,0.2783,0.5754318547153977,0.5704514669736218,200.0,0.1,0.1,0.1922,0.38,0.3922,0.0,2026-04-06T06:12:05.389721+00:00,2026-04-06T06:16:57.931172+00:00,dynamic_exit,4.9
8383,SIRENUSDT,Bybit,Binance,PERP,PERP,1.0158,1.1038,0.2783,0.5761047299430805,0.5703135110807074,100.48,0.1,0.1,0.3346,0.34,0.5346,0.0,2026-04-06T06:12:15.210017+00:00,2026-04-06T06:16:58.278470+00:00,dynamic_exit,4.7
8384,SIRENUSDT,Bybit,Binance,PERP,PERP,0.9723,1.1038,0.2783,0.5776721075930801,0.5721111101831514,200.0,0.1,0.1,0.2897,0.58,0.4897,0.0,2026-04-06T06:12:24.333424+00:00,2026-04-06T06:16:58.584884+00:00,dynamic_exit,4.6
8385,SIRENUSDT,Bybit,Binance,PERP,PERP,0.8439,1.1038,0.2783,0.5786727672594061,0.5738355239149402,200.0,0.1,0.1,0.1599,0.32,0.3599,0.0,2026-04-06T06:12:34.415255+00:00,2026-04-06T06:16:58.892547+00:00,dynamic_exit,4.4
8386,SIRENUSDT,Bybit,Binance,PERP,PERP,0.9819,1.1038,0.2783,0.5802497396929536,0.5746105919479197,99.15,0.1,0.1,0.2968,0.29,0.4968,0.0,2026-04-06T06:13:05.679474+00:00,2026-04-06T06:16:59.188237+00:00,dynamic_exit,3.9
8387,SIRENUSDT,Bybit,Binance,PERP,PERP,0.7309,1.1038,0.2783,0.5757469593707822,0.5715726594963982,19.01,0.1,0.1,0.0487,0.01,0.2487,0.0,2026-04-06T06:14:53.006089+00:00,2026-04-06T06:16:59.503832+00:00,dynamic_exit,2.1
8388,SIRENUSDT,Bybit,BingX,PERP,PERP,0.7852,1.0373,0.9987,0.5756707989440334,0.5711880503343285,18.07,0.105,0.105,-0.4896,-0.09,-0.2796,0.0,2026-04-06T06:14:54.031549+00:00,2026-04-06T07:00:00.107834+00:00,timeout,45.1
8389,SIRENUSDT,Bybit,BingX,PERP,PERP,0.7876,1.0373,0.8544,0.5739063018834373,0.5694253870092932,148.99,0.105,0.105,-0.3744,-0.56,-0.1644,0.0,2026-04-06T06:15:04.178871+00:00,2026-04-06T07:00:10.782904+00:00,timeout,45.1
8390,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.4603,3.2413,1.4131,0.04134234658493678,0.04074754051099577,10.17,0.11,0.11,-0.2839,-0.03,-0.0639,0.0,2026-04-06T06:15:22.999153+00:00,2026-04-06T07:00:30.382675+00:00,timeout,45.1
8391,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.8961,3.2413,1.9381,0.041336725159357456,0.04056781717426484,19.04,0.11,0.11,-0.4256,-0.08,-0.2056,0.0,2026-04-06T06:16:37.571727+00:00,2026-04-06T07:01:42.815703+00:00,timeout,45.1
8392,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.737,3.2413,1.896,0.04132257545979457,0.040617295199074345,41.7,0.11,0.11,-0.6624,-0.28,-0.4424,0.0,2026-04-06T06:17:00.519650+00:00,2026-04-06T07:02:06.097126+00:00,timeout,45.1
8393,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.7259,3.2413,2.0222,0.04132027680747265,0.04061955380712643,24.89,0.11,0.11,-0.6009,-0.15,-0.3809,0.0,2026-04-06T06:17:09.242245+00:00,2026-04-06T07:02:16.509764+00:00,timeout,45.1
8394,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.7319,3.2413,1.8882,0.0413215192414285,0.04061833301731402,21.08,0.11,0.11,-0.4627,-0.1,-0.2427,0.0,2026-04-06T06:17:20.284221+00:00,2026-04-06T07:02:26.343986+00:00,timeout,45.1
8395,SIRENUSDT,Bybit,Binance,PERP,PERP,0.7466,1.1132,0.2311,0.5772025055584539,0.5729284061046476,177.2,0.1,0.1,0.232,0.41,0.432,0.0,2026-04-06T06:17:21.239161+00:00,2026-04-06T06:35:58.237714+00:00,dynamic_exit,18.6
8396,USUSDT,Bybit,Binance,PERP,PERP,0.7318,0.7318,0.0,0.005342839324068048,0.005304069998860361,200.0,0.1,0.1,0.2519,0.5,0.4519,0.0,2026-04-06T06:17:31.841780+00:00,2026-04-06T06:36:12.019220+00:00,convergence,18.7
8397,SIRENUSDT,Bybit,Binance,PERP,PERP,0.9253,1.1132,0.2311,0.5780830538087542,0.5727900113671446,168.05,0.1,0.1,0.4094,0.69,0.6094,0.0,2026-04-06T06:17:32.114103+00:00,2026-04-06T06:35:58.647333+00:00,dynamic_exit,18.4
8398,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.5242,3.2413,1.8166,0.04122600863080279,0.040607456919965555,39.04,0.11,0.11,-0.7185,-0.28,-0.4985,0.0,2026-04-06T06:17:42.247254+00:00,2026-04-06T07:02:47.545810+00:00,timeout,45.1
8399,SIRENUSDT,Bybit,Binance,PERP,PERP,0.8223,1.1132,0.2311,0.578267915832259,0.5735537831117279,200.0,0.1,0.1,0.3131,0.63,0.5131,0.0,2026-04-06T06:17:42.746999+00:00,2026-04-06T06:35:58.970857+00:00,dynamic_exit,18.3
8400,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.5923,3.2413,1.8415,0.04120257850561936,0.04055700511555833,58.59,0.11,0.11,-0.6892,-0.4,-0.4692,0.0,2026-04-06T06:17:52.175056+00:00,2026-04-06T07:02:57.979279+00:00,timeout,45.1
8401,SIRENUSDT,Bybit,Binance,PERP,PERP,0.8032,1.1132,0.2311,0.5784648284993441,0.5738581737696582,63.44,0.1,0.1,0.3123,0.2,0.5123,0.0,2026-04-06T06:17:52.909543+00:00,2026-04-06T06:35:59.293880+00:00,dynamic_exit,18.1
8402,SIRENUSDT,Bybit,Binance,PERP,PERP,0.7645,1.1132,0.2311,0.5792066823753415,0.5748161777189312,21.53,0.1,0.1,0.276,0.06,0.476,0.0,2026-04-06T06:18:03.406904+00:00,2026-04-06T06:35:59.645141+00:00,dynamic_exit,17.9
8403,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.5777,3.2413,2.053,0.041165671157116605,0.04052650245396165,19.65,0.11,0.11,-0.7238,-0.14,-0.5038,0.0,2026-04-06T06:18:13.079465+00:00,2026-04-06T07:03:18.643898+00:00,timeout,45.1
8404,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.5421,3.2413,1.9821,0.04119390415342302,0.040568562125297136,41.77,0.11,0.11,-0.7694,-0.32,-0.5494,0.0,2026-04-06T06:18:23.864972+00:00,2026-04-06T07:03:28.738774+00:00,timeout,45.1
8405,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.4631,3.2413,1.9787,0.041186864338808644,0.04059333070942072,78.77,0.11,0.11,-0.9314,-0.73,-0.7114,0.0,2026-04-06T06:18:35.422016+00:00,2026-04-06T07:03:38.804770+00:00,timeout,45.1
8406,DRIFTUSDT,Gate.io,BingX,PERP,PERP,1.4673,3.165,1.9414,0.04124132036992278,0.04064558325898976,10.74,0.115,0.115,-0.8586,-0.09,-0.6286,0.0,2026-04-06T06:18:35.722175+00:00,2026-04-06T07:03:39.100153+00:00,timeout,45.1
8407,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.923,3.2413,1.9509,0.041339163186083785,0.04055955814698594,11.51,0.11,0.11,-0.4955,-0.06,-0.2755,0.0,2026-04-06T06:18:45.745548+00:00,2026-04-06T07:03:48.679615+00:00,timeout,45.0
8408,DRIFTUSDT,Gate.io,BingX,PERP,PERP,1.6908,3.165,2.0511,0.04129446261235757,0.0406081391096069,58.19,0.115,0.115,-0.9607,-0.56,-0.7307,0.0,2026-04-06T06:18:46.019170+00:00,2026-04-06T07:03:48.977617+00:00,timeout,45.0
8409,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.0858,3.2413,1.9786,0.04136239697913504,0.040517591289384314,25.24,0.11,0.11,-0.3753,-0.09,-0.1553,0.0,2026-04-06T06:18:56.365501+00:00,2026-04-06T07:03:58.523326+00:00,timeout,45.0
8410,DRIFTUSDT,Gate.io,BingX,PERP,PERP,1.9648,3.165,2.0664,0.041373943476071276,0.04057695555787977,13.15,0.115,0.115,-0.503,-0.07,-0.273,0.0,2026-04-06T06:18:56.657401+00:00,2026-04-06T07:03:58.832763+00:00,timeout,45.0
8411,SIRENUSDT,Gate.io,MEXC,PERP,PERP,0.7381,1.4235,0.3046,0.5848896259064401,0.5806059707647276,19.63,0.085,0.085,0.0168,0.0,0.1868,0.0,2026-04-06T06:19:56.601421+00:00,2026-04-06T06:47:47.075048+00:00,dynamic_exit,27.8
8412,SIRENUSDT,Gate.io,MEXC,PERP,PERP,0.7358,1.4235,0.3046,0.5845457645459544,0.580278563408581,12.83,0.085,0.085,0.0146,0.0,0.1846,0.0,2026-04-06T06:20:18.391052+00:00,2026-04-06T06:47:47.418464+00:00,dynamic_exit,27.5
8413,STOUSDT,Binance,Gate.io,PERP,PERP,0.801,0.801,0.2285,0.16582822391758367,0.1645110741130098,32.75,0.11,0.11,0.7284,0.24,0.9484,0.0,2026-04-06T06:20:27.073868+00:00,2026-04-06T06:20:36.467663+00:00,convergence,0.2
8414,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.6918,3.2413,2.0918,0.041141333162899314,0.04045714061916272,28.48,0.11,0.11,-0.8306,-0.24,-0.6106,0.0,2026-04-06T06:20:36.924012+00:00,2026-04-06T07:05:48.484924+00:00,timeout,45.2
8415,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.0188,3.2413,1.4093,0.04125785143877501,0.04044190129222986,10.42,0.11,0.11,0.1856,0.02,0.4056,0.0,2026-04-06T06:25:06.884744+00:00,2026-04-06T07:10:14.043097+00:00,timeout,45.1
8416,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.9433,3.2413,1.1621,0.04121441850151106,0.040429511273968384,37.26,0.11,0.11,0.0279,0.01,0.2479,0.0,2026-04-06T06:25:16.812549+00:00,2026-04-06T07:10:23.484701+00:00,timeout,45.1
8417,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.8848,3.2413,1.4719,0.04118493092793071,0.04042353883258196,32.67,0.11,0.11,0.1876,0.06,0.4076,0.0,2026-04-06T06:25:27.684918+00:00,2026-04-06T07:10:33.939646+00:00,timeout,45.1
8418,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.8233,3.2413,1.1134,0.04115819781579464,0.04042162911358954,57.4,0.11,0.11,0.1527,0.09,0.3727,0.0,2026-04-06T06:25:37.149678+00:00,2026-04-06T07:10:44.603158+00:00,timeout,45.1
8419,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.7822,3.2413,1.1134,0.04117666072170337,0.04045643055743241,59.45,0.11,0.11,0.0258,0.02,0.2458,0.0,2026-04-06T06:25:47.635299+00:00,2026-04-06T07:10:54.739142+00:00,timeout,45.1
8420,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.9988,3.2413,1.3996,0.041318335949974624,0.04050901958203047,24.29,0.11,0.11,0.1873,0.05,0.4073,0.0,2026-04-06T06:26:07.733823+00:00,2026-04-06T07:11:14.686275+00:00,timeout,45.1
8421,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.2313,3.2413,1.3368,0.04138046897187191,0.040477630230656904,38.75,0.11,0.11,0.3847,0.15,0.6047,0.0,2026-04-06T06:26:17.782385+00:00,2026-04-06T07:11:26.289728+00:00,timeout,45.1
8422,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.6688,3.2413,1.224,0.04157245322098501,0.04049222985206838,16.13,0.11,0.11,0.9771,0.16,1.1971,0.0,2026-04-06T06:26:27.507021+00:00,2026-04-06T07:11:37.198627+00:00,timeout,45.2
8423,DRIFTUSDT,Gate.io,Binance,PERP,PERP,3.0307,3.2413,1.2871,0.04181941438240237,0.040589860757518116,18.91,0.11,0.11,1.3402,0.25,1.5602,0.0,2026-04-06T06:26:48.750339+00:00,2026-04-06T07:11:57.849361+00:00,timeout,45.2
8424,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.8568,3.0441,1.1768,0.041724888709855405,0.040566342220225614,32.35,0.11,0.11,1.1506,0.37,1.3706,0.0,2026-04-06T06:26:58.744978+00:00,2026-04-06T07:12:07.768548+00:00,timeout,45.2
8425,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.5485,3.0166,1.3524,0.04164181172085616,0.04060731943888253,52.14,0.11,0.11,0.7045,0.37,0.9245,0.0,2026-04-06T06:27:08.323954+00:00,2026-04-06T07:12:17.472180+00:00,timeout,45.2
8426,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.5936,3.0166,1.2905,0.04160058627294286,0.040549388800323716,13.18,0.11,0.11,0.6648,0.09,0.8848,0.0,2026-04-06T06:27:29.643207+00:00,2026-04-06T07:12:38.145078+00:00,timeout,45.1
8427,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.3806,3.0166,1.5135,0.04145681145247434,0.04049396715736745,112.36,0.11,0.11,0.2322,0.26,0.4522,0.0,2026-04-06T06:27:40.527039+00:00,2026-04-06T07:12:49.673361+00:00,timeout,45.2
8428,XNYUSDT,Binance,MEXC,PERP,PERP,0.7899,0.7899,0.0274,0.0036818939229484116,0.0036530541323259082,160.13,0.065,0.065,0.3105,0.5,0.4405,0.0,2026-04-06T06:30:15.635991+00:00,2026-04-06T06:30:36.752398+00:00,convergence,0.4
8429,SNXUSDT,MEXC,BingX,PERP,PERP,0.88,1.2195,0.3484,0.2899514392763424,0.28742312116538304,35.17,0.07,0.07,-0.304,-0.11,-0.164,0.0,2026-04-06T06:32:53.741473+00:00,2026-04-06T07:18:01.805866+00:00,timeout,45.1
8430,SNXUSDT,MEXC,BingX,PERP,PERP,0.8802,1.2195,0.6993,0.2899517822487935,0.28742278129742405,46.64,0.07,0.07,-0.6516,-0.3,-0.5116,0.0,2026-04-06T06:33:05.757654+00:00,2026-04-06T07:18:11.607423+00:00,timeout,45.1
8431,SNXUSDT,MEXC,BingX,PERP,PERP,0.8077,1.2195,0.6993,0.2898466853056641,0.2875269269320165,21.32,0.07,0.07,-0.724,-0.15,-0.584,0.0,2026-04-06T06:33:16.769508+00:00,2026-04-06T07:18:22.577429+00:00,timeout,45.1
8432,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.2167,1.7022,0.2281,0.5735431560185665,0.5666565646577694,23.15,0.11,0.11,0.7862,0.18,1.0062,0.0,2026-04-06T06:33:26.273846+00:00,2026-04-06T07:15:44.078994+00:00,dynamic_exit,42.3
8433,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.2408,1.7022,0.2281,0.5746597033164949,0.5676207099414738,21.22,0.11,0.11,0.7497,0.16,0.9697,0.0,2026-04-06T06:33:36.698782+00:00,2026-04-06T07:15:44.435512+00:00,dynamic_exit,42.1
8434,SNXUSDT,MEXC,BingX,PERP,PERP,0.8499,1.2195,0.6993,0.2899078715480943,0.28746629453057376,94.84,0.07,0.07,-0.6819,-0.65,-0.5419,0.0,2026-04-06T06:33:38.029729+00:00,2026-04-06T07:18:43.092083+00:00,timeout,45.1
8435,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.1243,1.7022,0.2281,0.5749784289001799,0.5685903901257675,24.15,0.11,0.11,0.6279,0.15,0.8479,0.0,2026-04-06T06:33:47.517091+00:00,2026-04-06T07:15:44.771513+00:00,dynamic_exit,42.0
8436,SIRENUSDT,Gate.io,MEXC,PERP,PERP,0.7978,1.4235,0.3046,0.5759035994147549,0.571348378340469,10.93,0.085,0.085,0.079,0.01,0.249,0.0,2026-04-06T06:33:49.386150+00:00,2026-04-06T06:47:47.777382+00:00,dynamic_exit,14.0
8437,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.8882,2.4874,2.1924,0.04148912963053757,0.040720663439537716,13.58,0.11,0.11,-0.7181,-0.1,-0.4981,0.0,2026-04-06T06:33:58.534288+00:00,2026-04-06T07:19:00.945497+00:00,timeout,45.0
8438,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.0898,1.7022,0.2281,0.5761600110171446,0.5699513968587471,14.75,0.11,0.11,0.6294,0.09,0.8494,0.0,2026-04-06T06:33:59.065448+00:00,2026-04-06T07:15:45.112092+00:00,dynamic_exit,41.8
8439,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.9977,2.4874,2.3058,0.04149122129958116,0.040678926492375186,168.5,0.11,0.11,-0.9214,-1.55,-0.7014,0.0,2026-04-06T06:34:09.879483+00:00,2026-04-06T07:19:11.187644+00:00,timeout,45.0
8440,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.5319,1.7022,0.2281,0.5755270955426289,0.566848051000749,139.97,0.11,0.11,1.049,1.47,1.269,0.0,2026-04-06T06:34:10.882440+00:00,2026-04-06T07:15:45.460784+00:00,dynamic_exit,41.6
8441,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.8708,2.4874,2.2702,0.041442324972357454,0.04068170660623195,40.32,0.11,0.11,-0.7954,-0.32,-0.5754,0.0,2026-04-06T06:34:20.771572+00:00,2026-04-06T07:19:31.466437+00:00,timeout,45.2
8442,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.204,1.7022,0.2281,0.5737867982456533,0.5669672284073106,199.12,0.11,0.11,0.5377,1.07,0.7577,0.0,2026-04-06T06:34:21.344245+00:00,2026-04-06T07:15:45.794662+00:00,dynamic_exit,41.4
8443,DRIFTUSDT,Gate.io,Binance,PERP,PERP,2.1033,2.4874,2.2329,0.041531517417196726,0.04067631165428206,177.74,0.11,0.11,-0.8997,-1.6,-0.6797,0.0,2026-04-06T06:34:30.448697+00:00,2026-04-06T07:19:42.816616+00:00,timeout,45.2
8444,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.08,1.7022,0.2281,0.5731369884391514,0.5670167456414456,75.28,0.11,0.11,0.4064,0.31,0.6264,0.0,2026-04-06T06:34:30.955813+00:00,2026-04-06T07:15:46.140165+00:00,dynamic_exit,41.3
8445,DRIFTUSDT,Gate.io,Binance,PERP,PERP,1.9638,2.4874,1.7375,0.04152968591749795,0.04073023981118139,44.07,0.11,0.11,-0.2392,-0.11,-0.0192,0.0,2026-04-06T06:34:52.517378+00:00,2026-04-06T07:20:03.138837+00:00,timeout,45.2
8446,SIRENUSDT,Gate.io,Binance,PERP,PERP,1.0784,1.7022,0.2281,0.5732698789960098,0.5671560630351806,68.07,0.11,0.11,0.4048,0.28,0.6248,0.0,2026-04-06T06:34:53.055542+00:00,2026-04-06T07:15:46.476164+00:00,dynamic_exit,40.9
